year,state_fips,state_abbr,state_name,region,division,total_jail_pop,male_jail_pop,female_jail_pop,black_jail_pop,black_male_jail_pop,black_female_jail_pop,latinx_jail_pop,latinx_male_jail_pop,latinx_female_jail_pop,white_jail_pop,white_male_jail_pop,white_female_jail_pop,native_jail_pop,aapi_jail_pop,other_race_jail_pop,total_pretrial_custody,total_pretrial_juris,total_jail_from_fed,total_jail_from_prison,total_jail_from_other_jail,total_jail_from_bia,total_jail_from_bop,total_jail_from_ice,total_jail_from_marshals,total_jail_from_other_fed,total_contracted_out,total_contracted_in,total_jail_admits,male_jail_admits,female_jail_admits,total_jail_discharges,male_jail_discharges,female_jail_discharges,jail_rated_capacity,total_sentenced_custody,is_unified_state,total_prison_pop,female_prison_pop,male_prison_pop,black_prison_pop,black_male_prison_pop,black_female_prison_pop,latinx_prison_pop,latinx_male_prison_pop,latinx_female_prison_pop,white_prison_pop,white_male_prison_pop,white_female_prison_pop,native_prison_pop,native_male_prison_pop,native_female_prison_pop,aapi_prison_pop,aapi_male_prison_pop,aapi_female_prison_pop,other_race_prison_pop,other_race_male_prison_pop,other_race_female_prison_pop,total_prison_admits,male_prison_admits,female_prison_admits,black_prison_admits,black_male_prison_admits,black_female_prison_admits,latinx_prison_admits,latinx_male_prison_admits,latinx_female_prison_admits,white_prison_admits,white_male_prison_admits,white_female_prison_admits,native_prison_admits,native_male_prison_admits,native_female_prison_admits,aapi_prison_admits,aapi_male_prison_admits,aapi_female_prison_admits,other_race_prison_admits,other_race_male_prison_admits,other_race_female_prison_admits,total_pop_15to64,male_pop_15to64,female_pop_15to64,black_pop_15to64,black_male_pop_15to64,black_female_pop_15to64,latinx_pop_15to64,latinx_male_pop_15to64,latinx_female_pop_15to64,white_pop_15to64,white_male_pop_15to64,white_female_pop_15to64,native_pop_15to64,native_male_pop_15to64,native_female_pop_15to64,aapi_pop_15to64,aapi_male_pop_15to64,aapi_female_pop_15to64,total_incarceration,total_incarceration_rate,total_jail_pop_rate,male_jail_pop_rate,female_jail_pop_rate,black_jail_pop_rate,latinx_jail_pop_rate,white_jail_pop_rate,native_jail_pop_rate,aapi_jail_pop_rate,total_pretrial_custody_rate,total_sentenced_custody_rate,total_jail_admits_rate,male_jail_admits_rate,female_jail_admits_rate,total_jail_discharges_rate,male_jail_discharges_rate,female_jail_discharges_rate,total_prison_pop_rate,male_prison_pop_rate,female_prison_pop_rate,black_prison_pop_rate,black_male_prison_pop_rate,black_female_prison_pop_rate,latinx_prison_pop_rate,latinx_male_prison_pop_rate,latinx_female_prison_pop_rate,white_prison_pop_rate,white_male_prison_pop_rate,white_female_prison_pop_rate,native_prison_pop_rate,native_male_prison_pop_rate,native_female_prison_pop_rate,aapi_prison_pop_rate,aapi_male_prison_pop_rate,aapi_female_prison_pop_rate,total_prison_admits_rate,male_prison_admits_rate,female_prison_admits_rate,black_prison_admits_rate,black_male_prison_admits_rate,black_female_prison_admits_rate,latinx_prison_admits_rate,latinx_male_prison_admits_rate,latinx_female_prison_admits_rate,white_prison_admits_rate,white_male_prison_admits_rate,white_female_prison_admits_rate,native_prison_admits_rate,native_male_prison_admits_rate,native_female_prison_admits_rate,aapi_prison_admits_rate,aapi_male_prison_admits_rate,aapi_female_prison_admits_rate
2011,55,WI,Wisconsin,Midwest,East North Central,13164,11414.21,1541.79,3745.31,,,1046.29,,,7386.77,,,585.02,217.78,48.13,6216.73,,842.36,475.64,501.94,0,8.25,481.07,343.04,10,,,58621.5,42991.29,10814.46,54852.58,40482.52,10869.36,17540.22,6814.27,false,22657,1185,21472,9517,9195,322,2099,2034,65,10117,9394,723,666,597,69,218,211,7,137,134,6,6411,5915,643,3197,3050,147,676,650,26,4172,3753,419,294,246,48,81,78,3,62,60,2,3825335,1930882,1894453,248427,121987,126440,215368,114494,100874,3225850,1627438,1598412,37178,18578,18600,98512,48385,50127,35345.36,923.98,344.13,591.14,81.38,1507.61,485.81,228.99,1573.57,221.07,6310.63,6917.2,1532.45,2226.51,570.85,1433.93,2096.58,573.75,592.29,1112.03,62.55,3830.9,7537.69,254.67,974.61,1776.51,64.44,313.62,577.23,45.23,1791.38,3213.48,370.97,221.29,436.09,13.96,167.59,306.34,33.94,1286.9,2500.27,116.26,313.88,567.72,25.77,129.33,230.61,26.21,790.79,1324.15,258.06,82.22,161.21,5.98
2010,55,WI,Wisconsin,Midwest,East North Central,14033,12041.36,1494.64,3933.97,,,1107.86,,,7823.9,,,574.58,150.98,50.95,5974.34,,801.45,498.51,495.3,0,4.89,392.86,395.2,8.5,,,62636.5,46741.89,10852.11,53417.42,38817.41,10915.76,17432.68,7891.66,false,22729,1264,21465,9610,9265,345,2078,2008,70,10075,9311,764,704,628,76,197,191,6,104,101,6,7120,6574,694,3452,3289,163,765,729,36,4306,3863,443,340,295,45,67,63,4,47,50,6,3810127,1922942,1887185,245343,120641,124702,209619,112066,97553,3223913,1625498,1598415,36876,18421,18455,94376,46316,48060,36263.49,951.77,368.31,626.19,79.2,1603.46,528.51,242.68,1558.14,159.98,6330.36,8361.94,1643.95,2430.75,575.04,1401.99,2018.65,578.41,596.54,1116.26,66.98,3916.97,7679.81,276.66,991.32,1791.8,71.76,312.51,572.81,47.8,1909.1,3409.15,411.81,208.74,412.38,12.48,186.87,341.87,36.77,1407.01,2726.27,130.71,364.95,650.51,36.9,133.56,237.65,27.71,922.01,1601.43,243.84,70.99,136.02,8.32
2009,55,WI,Wisconsin,Midwest,East North Central,15006.5,13041.04,1639.46,4448.53,,,1212.58,,,8352.61,,,602.18,139.23,54.4,6124.9,,837.07,691.93,418.13,0,11.5,363.21,455.36,7,,,64829.75,49677.72,11549.53,58997.28,43353.08,11724.4,17302.64,8707.6,false,23165,1306,21859,9931,9540,391,2042,1972,70,10228,9466,762,689,615,74,190,186,4,84,110,3,7245,6635,769,3652,3444,208,699,674,25,4629,4147,482,364,312,52,51,50,1,28,32,1,3798351,1917275,1881076,240819,118246,122573,201915,108462,93453,3227808,1627498,1600310,36538,18245,18293,91271,44824,46447,37479.57,986.73,395.08,680.19,87.16,1847.25,600.54,258.77,1648.09,152.55,6710.67,9540.38,1706.79,2591.06,613.99,1553.23,2261.18,623.28,609.87,1140.11,69.43,4123.84,8067.93,318.99,1011.32,1818.15,74.9,316.87,581.63,47.62,1885.71,3370.79,404.53,208.17,414.96,8.61,190.74,346.06,40.88,1516.49,2912.57,169.69,346.19,621.42,26.75,143.41,254.81,30.12,996.22,1710.06,284.26,55.88,111.55,2.15
2008,55,WI,Wisconsin,Midwest,East North Central,15017,13300.9,1689.1,4594.35,,,1105.95,,,8523.39,,,623.57,170.28,55.75,6300.25,,789.69,1059.35,461.96,0,4.11,344.57,435.51,5.5,,,65307,53180.7,12032.05,60457.05,44336.33,12082.37,17256.6,8533.75,false,23379,1357,22022,10400,9953,447,2050,1979,71,11955,11136,819,718,652,66,205,197,8,113,130,6,7571,7001,734,4103,3887,216,745,709,36,4649,4220,429,366,320,46,63,58,5,55,54,6,3784031,1911024,1873007,235957,115703,120254,193505,104340,89165,3230071,1629483,1600588,36319,18093,18226,88179,43405,44774,37336.65,986.69,396.85,696.01,90.18,1947.11,571.54,263.88,1716.93,193.11,7144.84,9677.76,1725.86,2782.84,642.39,1597.69,2320.03,645.08,617.83,1152.37,72.45,4407.58,8602.2,371.71,1059.4,1896.68,79.63,370.12,683.41,51.17,1976.93,3603.6,362.12,232.48,453.86,17.87,200.08,366.35,39.19,1738.88,3359.46,179.62,385,679.51,40.37,143.93,258.98,26.8,1007.74,1768.64,252.39,71.45,133.63,11.17
2007,55,WI,Wisconsin,Midwest,East North Central,15526.5,13354.12,1711.88,4609.76,,,1048.99,,,8790.21,,,571.12,157.35,39.07,6069.97,,757.79,521.21,529.31,0,3.75,306.36,443.68,4,,,67863,55082.52,12496.48,64420.77,47909.73,12757.14,16680.08,9267.53,false,23743,1527,22216,10672,10125,547,2094,2013,81,12050,11147,903,727,664,63,203,197,6,113,109,7,8592,7830,893,4485,4181,304,825,783,42,4568,4075,493,389,340,49,76,72,4,42,40,4,3769933,1903908,1866025,231097,113188,117909,185130,100277,84853,3232906,1630652,1602254,35843,17895,17948,84957,41896,43061,38748.29,1027.82,411.85,701.41,91.74,1994.73,566.62,271.9,1593.39,185.21,7144.76,10908.49,1800.11,2893.13,669.68,1708.8,2516.39,683.65,629.8,1166.86,81.83,4617.97,8945.29,463.92,1131.1,2007.44,95.46,372.73,683.59,56.36,2028.29,3710.53,351.01,238.94,470.21,13.93,227.91,411.26,47.86,1940.74,3693.85,257.83,445.63,780.84,49.5,141.3,249.9,30.77,1085.29,1899.97,273.01,89.46,171.85,9.29
2006,55,WI,Wisconsin,Midwest,East North Central,15137,12987.18,1704.82,4276.22,,,916.05,,,8584,,,570.52,156.08,53.54,6177.65,,653.38,534.08,579.17,0,6.39,213.15,401.34,32.5,,,68293.5,55064.81,12349.94,60623.53,44410.25,12106.83,16329.04,8783.35,false,23415,1424,21991,10625,10070,555,2047,1973,74,11839,11040,799,686,628,58,199,195,4,105,99,8,8703,7961,869,4616,4296,320,867,819,48,4622,4190,432,405,342,63,70,67,3,37,32,6,3747934,1892460,1855474,226012,110255,115757,176367,95998,80369,3228295,1628031,1600264,35283,17613,17670,81977,40563,41414,38017.92,1014.37,403.88,686.26,91.88,1892.03,519.4,265.9,1616.98,190.39,7535.83,10714.41,1822.16,2909.69,665.59,1617.52,2346.69,652.49,624.74,1162.03,76.75,4701.08,9133.37,479.45,1160.65,2055.25,92.08,366.73,678.12,49.93,1944.28,3565.55,328.24,242.75,480.73,9.66,232.21,420.67,46.83,2042.37,3896.42,276.44,491.59,853.14,59.72,143.17,257.37,27,1147.86,1941.75,356.54,85.39,165.18,7.24
2005,55,WI,Wisconsin,Midwest,East North Central,14269,12612.53,1729.47,4091.04,,,1022.53,,,8740.21,,,538.13,134.04,7,5958,,648,992,572,0,4,231,412,1,,,61431.5,54923.46,12583.04,118485.26,90433.53,22448.73,16348,8141,false,22697,1349,21348,10021,9481,540,0,0,0,11434,10680,754,632,585,47,185,182,3,115,112,4,7774,7079,782,4269,3959,310,831,793,38,4268,3867,401,336,307,29,59,57,2,33,30,3,3721001,1878966,1842035,220836,107525,113311,167455,91619,75836,3219055,1623358,1595697,34747,17362,17385,78908,39102,39806,35974,966.78,383.47,671.25,93.89,1852.52,610.63,271.51,1548.71,169.87,7550.57,10317.08,1650.94,2923.07,683.11,3184.23,4812.94,1218.69,609.97,1136.16,73.23,4537.76,8817.48,476.56,0,0,0,355.2,657.9,47.25,1818.86,3369.43,270.35,234.45,465.45,7.54,208.92,376.75,42.45,1933.11,3681.93,273.58,496.25,865.54,50.11,132.59,238.21,25.13,966.99,1768.23,166.81,74.77,145.77,5.02
2004,55,WI,Wisconsin,Midwest,East North Central,14448,12418.25,1673.75,4149.32,,,921.59,,,8394.59,,,527.27,151.25,33.83,5246.51,,585.84,1276.83,533.01,0,3.67,317.16,263.17,1.83,,,66208.87,53518.6,11981.27,63041.41,46074.73,12245.51,16139.02,9186.49,false,22959,1387,21572,10619,10042,577,0,0,0,11449,10707,742,635,574,61,200,198,2,119,116,4,8071,7386,760,4374,4067,307,784,735,49,4112,3742,370,316,283,33,69,68,1,28,28,0,3687610,1861471,1826139,215293,104424,110869,158623,87357,71266,3204438,1615408,1589030,33982,16912,17070,75274,37370,37904,36130.17,979.77,391.8,667.12,91.66,1927.29,580.99,261.97,1551.62,200.93,6969.88,12204.07,1795.44,2875.07,656.1,1709.55,2475.18,670.57,622.6,1158.87,75.95,4932.35,9616.56,520.43,0,0,0,357.29,662.8,46.7,1868.64,3394.04,357.35,265.7,529.84,5.28,218.87,396.78,41.62,2031.65,3894.7,276.9,494.25,841.38,68.76,128.32,231.64,23.28,929.9,1673.37,193.32,91.67,181.96,2.64
2003,55,WI,Wisconsin,Midwest,East North Central,13785,11592.64,1572.36,3895.91,,,803.95,,,7849.23,,,490.79,159.56,25.71,5431.04,,464.66,769.67,369.99,0,4.33,235.34,224.33,0.67,,,61607.45,50474.24,11040.71,56269.53,40660.98,10937.22,16226.98,8348.96,false,22604,1405,21199,9957,9385,572,0,0,0,11056,10349,707,629,579,50,189,185,4,129,126,8,8000,7330,732,4260,3941,319,728,681,47,3628,3291,337,261,238,23,65,62,3,53,47,6,3654586,1844065,1810521,210478,101693,108785,150539,83232,67307,3188160,1606690,1581470,33472,16652,16820,71937,35798,36139,35619.33,974.65,377.2,628.65,86.85,1850.98,534.05,246.2,1466.27,221.81,7549.72,11605.93,1685.76,2737.12,609.81,1539.7,2204.96,604.09,618.51,1149.58,77.6,4730.66,9228.76,525.81,0,0,0,346.78,644.12,44.71,1879.18,3477.06,297.27,262.73,516.79,11.07,218.9,397.49,40.43,2023.96,3875.39,293.24,483.6,818.19,69.83,113.8,204.83,21.31,779.76,1429.26,136.74,90.36,173.19,8.3
2002,55,WI,Wisconsin,Midwest,East North Central,13140.75,11453.48,1630.27,4053.71,,,936.1,,,7553.27,,,478.62,156.58,13.8,4965.17,,428.5,1069.5,366,0,8,84.5,335.5,0.5,,,58971.4,55317.56,11258.84,53547.16,38575.91,10765.75,15801,8169.58,false,22113,1356,20757,8394,7782,612,0,0,0,9109,8440,669,547,499,48,137,133,4,103,101,5,7990,7307,768,4143,3801,342,687,642,45,3740,3393,347,285,253,32,54,52,2,29,28,1,3620608,1826055,1794553,205294,98865,106429,142451,79172,63279,3171795,1597799,1573996,32840,16279,16561,68228,33940,34288,34184.25,944.16,362.94,627.23,90.85,1974.59,657.14,238.14,1457.43,229.5,7277.32,11973.94,1628.77,3029.35,627.39,1478.95,2112.53,599.91,610.75,1136.71,75.56,4088.77,7871.34,575.03,0,0,0,287.19,528.23,42.5,1665.65,3065.3,289.84,200.8,391.87,11.67,220.68,400.15,42.8,2018.08,3844.64,321.34,482.27,810.89,71.11,117.91,212.35,22.05,867.84,1554.15,193.23,79.15,153.21,5.83
2001,55,WI,Wisconsin,Midwest,East North Central,12880.33,11221.79,1514.54,4168.62,,,834.58,,,7272.45,,,444.66,134.17,13.73,4121.96,,295.34,867.33,349.01,0,6,89.99,264.34,0.33,,,62385.17,47357.49,10734.68,56341.15,41272.47,10757.01,15332.02,8754.37,false,21495,1303,20192,10056,9443,613,0,0,0,10642,10000,642,622,578,44,158,152,6,93,90,7,7442,6847,652,4044,3735,309,690,653,37,3455,3178,277,282,254,28,51,50,1,32,32,1,3581516,1805402,1776114,199679,95755,103924,133772,74682,59090,3151624,1586996,1564628,32174,15909,16265,64267,32060,32207,33508,935.58,359.63,621.57,85.27,2087.66,623.88,230.75,1382.05,208.77,6413.8,13621.87,1741.86,2623.1,604.39,1573.11,2286.05,605.65,600.16,1118.42,73.36,5036.08,9861.63,589.85,0,0,0,337.67,630.12,41.03,1933.24,3633.16,270.52,245.85,474.11,18.63,207.79,379.25,36.71,2025.25,3900.58,297.33,515.8,874.37,62.62,109.63,200.25,17.7,876.48,1596.58,172.15,79.36,155.96,3.1
2000,55,WI,Wisconsin,Midwest,East North Central,12357.42,10837.67,1508.75,4159.15,,,679.6,,,7054.41,,,447.44,137.6,6.52,4301.36,,259.16,1191.17,374.99,0,4,95.51,193.16,0.17,,,63756.1,50912.9,11324.94,58836.09,43595.5,11160.76,14100.98,8049.06,false,20754,1367,19387,9479,8851,628,1443,1377,66,8900,8293,607,544,505,39,134,128,6,82,77,7,8396,7701,716,3996,3628,368,651,611,40,3427,3143,284,281,261,20,53,51,2,33,36,3,3545262,1786244,1759018,194628,92992,101636,124894,70024,54870,3133262,1577158,1556104,31623,15608,16015,60855,30462,30393,31920.25,900.36,348.56,606.73,85.77,2136.97,544.14,225.15,1414.92,226.11,7068.21,13226.62,1798.35,2850.28,643.82,1659.57,2440.62,634.49,585.4,1085.35,77.71,4870.32,9518.02,617.89,1155.38,1966.47,120.28,284.05,525.82,39.01,1720.27,3235.52,243.52,220.2,420.2,19.74,236.82,431.13,40.7,2053.15,3901.41,362.08,521.24,872.56,72.9,109.37,199.28,18.25,888.59,1672.22,124.88,87.09,167.42,6.58
1999,55,WI,Wisconsin,Midwest,East North Central,11784.18,11032.07,1474.93,4116.78,,,619.75,,,7445.13,,,394.25,87.98,0,3731.23,,225,1975,261,0,2,101,122,0,,,59175.11,,,56379.11,,,13906,8052.95,false,20390,1383,19007,9823,9127,696,1341,1290,51,9809,9175,634,519,474,45,120,116,4,121,116,5,8868,8193,547,3371,3068,303,384,359,25,2047,1850,197,103,88,15,0,0,0,36,33,3,3508249,1765852,1742397,189842,90276,99566,114371,63895,50476,3116516,1567990,1548526,30772,15174,15598,56748,28517,28231,30199.18,860.8,335.9,624.74,84.65,2168.53,541.88,238.89,1281.2,155.04,6575.09,14190.72,1686.74,,,1607.04,,,581.2,1076.36,79.37,5174.3,10110.11,699.03,1172.5,2018.94,101.04,314.74,585.14,40.94,1686.6,3123.76,288.5,211.46,406.77,14.17,252.78,463.97,31.39,1775.69,3398.47,304.32,335.75,561.86,49.53,65.68,117.99,12.72,334.72,579.94,96.17,0,0,0
1998,55,WI,Wisconsin,Midwest,East North Central,7434,6621.68,910.32,3325.55,,,553.38,,,3613.18,,,81.11,58.66,,2057,,131,560,335,0,1.84,53.49,86.66,0,,,38506,,,35828,,,7314,5377,false,18403,1168,17235,9016,8397,619,1229,1181,48,8902,8376,526,463,420,43,,,,84,,,8785,8028,695,4461,,,446,,,3320,,,186,,,,,,158,,,3477692,1748695,1728997,186002,88461,97541,106227,58846,47381,3102926,1559960,1542966,29794,14749,15045,52743,26679,26064,25277,726.83,213.76,378.66,52.65,1787.91,520.94,116.44,272.24,111.22,3900.04,10194.72,1107.23,,,1030.22,,,529.17,985.59,67.55,4847.26,9492.32,634.6,1156.96,2006.93,101.31,286.89,536.94,34.09,1554,2847.65,285.81,,,,252.61,459.09,40.2,2398.36,,,419.86,,,107,,,624.29,,,,,
1997,55,WI,Wisconsin,Midwest,East North Central,6965,6371.56,820.44,3303.17,,,503.75,,,3459.86,,,81.86,44.2,,2199,,117.2,497,289.2,0,2.66,43.01,80.34,0,,,36536.58,,,34159.3,,,6948,4766,false,16280,988,15292,7788,7292,496,974,928,46,7910,7458,452,381,355,26,,,,108,,,7471,6877,475,3284,,,277,,,2564,,,126,,,,,,77,,,3449968,1733223,1716745,182715,86617,96098,97990,53932,44058,3089970,1552992,1536978,29138,14401,14737,50155,25281,24874,22748,659.37,201.89,367.61,47.79,1807.83,514.08,111.97,280.94,88.13,4384.41,9502.54,1059.04,,,990.13,,,471.89,882.29,57.55,4262.38,8418.67,516.14,993.98,1720.69,104.41,255.99,480.23,29.41,1307.57,2465.11,176.43,,,,216.55,396.78,27.67,1797.33,,,282.68,,,82.98,,,432.43,,,,,
1996,55,WI,Wisconsin,Midwest,East North Central,6692,6281.66,835.34,3160.76,,,443.39,,,3264.09,,,60.86,27.69,,2039.01,,103.4,434,243.4,0,3.5,32.5,74,0,,,34567.16,,,32490.61,,,6877,4652.99,false,12991,645,12346,6322,5989,333,900,865,35,6236,5952,284,289,271,18,75,72,3,109,,,7019,6419,485,3039,,,361,,,2385,,,107,,,,,,63,,,3416942,1715168,1701774,179056,84649,94407,90614,49484,41130,3071711,1543180,1528531,28389,14075,14314,47172,23780,23392,19249,563.34,195.85,366.24,49.09,1765.24,489.32,106.26,214.38,58.7,4322.5,9863.88,1011.64,,,950.87,,,380.19,719.81,37.9,3530.74,7075.1,352.73,993.22,1748.04,85.1,203.01,385.7,18.58,1018,1925.4,125.75,158.99,302.78,12.82,205.42,374.25,28.5,1697.23,,,398.39,,,77.64,,,376.91,,,,,
1995,55,WI,Wisconsin,Midwest,East North Central,6206,5692.83,636.17,2987.16,,,394.58,,,3040.64,,,54.64,15.57,,2087.99,,89.6,371,197.6,0,4.34,21.99,67.66,0,,,32597.73,,,30821.91,,,6797,4118.01,false,11199,502,10697,5371,5094,277,755,739,16,5498,5296,202,229,218,11,62,60,2,106,,,6943,6379,390,2636,,,346,,,2067,,,88,,,,,,90,,,3370652,1690209,1680443,173248,81323,91925,83454,45323,38131,3042111,1527837,1514274,27361,13489,13872,44478,22237,22241,17034,505.36,184.12,336.81,37.86,1724.21,472.81,99.95,199.7,35.01,4694.43,9258.53,967.1,,,914.42,,,332.25,632.88,29.87,3100.18,6263.91,301.33,904.69,1630.52,41.96,180.73,346.63,13.34,836.96,1616.13,79.3,139.39,269.82,8.99,205.98,377.41,23.21,1521.52,,,414.6,,,67.95,,,321.63,,,,,
1994,55,WI,Wisconsin,Midwest,East North Central,5608,5179.99,618.01,2720.09,,,307.72,,,2782.91,,,39.19,16.8,,1885.7,,75.8,308,151.8,0,5.16,11.51,61.34,0,,,30628.31,,,29153.21,,,5842,3722.3,false,10022,412,9610,4800,4577,223,627,615,12,4969,4802,167,185,173,12,41,40,1,82,,,6433,5955,333,2678,,,268,,,2261,,,83,,,,,,85,,,3322306,1663986,1658320,167821,78185,89636,76347,41033,35314,3009786,1510900,1498886,26525,13017,13508,41827,20851,20976,15322,461.19,168.8,311.3,37.27,1620.83,403.05,92.46,147.75,40.17,4508.33,8899.28,921.9,,,877.5,,,301.66,577.53,24.84,2860.19,5854.06,248.78,821.25,1498.79,33.98,165.09,317.82,11.14,697.46,1329.03,88.84,98.02,191.84,4.77,193.63,357.88,20.08,1595.75,,,351.03,,,75.12,,,312.91,,,,,
1993,55,WI,Wisconsin,Midwest,East North Central,7761,6961.21,799.79,2661.73,,,323.46,,,4726.92,,,207.57,37.17,,2128.45,,118.09,323.18,192.82,0,12,11.55,94.55,0,,,44848.91,,,42931.97,,,8802,5632.55,false,8781,387,8394,4111,3908,203,521,511,10,4442,4280,162,169,154,15,38,37,1,97,,,5814,5378,304,2329,,,184,,,2256,,,76,,,,,,55,,,3282055,1642165,1639890,163042,75753,87289,69959,37382,32577,2984062,1496884,1487178,25721,12586,13135,39271,19560,19711,16218.82,494.17,236.47,423.9,48.77,1632.54,462.36,158.41,807.01,94.65,5419.9,14342.77,1366.49,,,1308.08,,,267.55,511.15,23.6,2521.44,5158.87,232.56,744.72,1366.97,30.7,148.86,285.93,10.89,657.05,1223.58,114.2,96.76,189.16,5.07,177.15,327.49,18.54,1428.47,,,263.01,,,75.6,,,295.48,,,,,
1992,55,WI,Wisconsin,Midwest,East North Central,5170,4524.31,437.69,2142.5,,,276.89,,,2505.79,,,86.19,9.99,,1807.73,,46,64,42,1,,2,41,108,,,28576.84,,,27535.01,,,5123,3362.27,false,8191,336,7855,3961,3775,186,547,527,20,4710,4518,192,154,148,6,14,13,1,101,,,4696,4380,284,2117,,,209,,,2171,,,50,,,,,,54,,,3234176,1615940,1618236,158451,73367,85084,64749,34492,30257,2949693,1477904,1471789,24938,12231,12707,36345,17946,18399,13297,411.14,159.86,279.98,27.05,1352.15,427.64,84.95,345.62,27.49,4973.81,9250.98,883.59,,,851.38,,,253.26,486.09,20.76,2499.83,5145.37,218.61,844.8,1527.89,66.1,159.68,305.7,13.05,617.53,1210.04,47.22,38.52,72.44,5.44,145.2,271.05,17.55,1336.06,,,322.78,,,73.6,,,200.5,,,,,
1991,55,WI,Wisconsin,Midwest,East North Central,4751,4362.77,396.23,1861.06,,,217,,,2587.5,,,82.18,4.87,,1545,,46,98,21,2,,2,41,91,,,26659,,,25994.5,,,4518,3206,false,7854,348,7506,3325,3148,177,477,469,8,4275,4118,157,178,171,7,15,15,0,104,,,3968,3703,280,1853,,,192,,,2047,,,70,,,,,,41,,,3191114,1591747,1599367,153577,70820,82757,60470,32122,28348,2918875,1460200,1458675,24437,12000,12437,33755,16605,17150,12507,391.93,148.88,274.09,24.77,1211.81,358.86,88.65,336.29,14.43,4577.1,9497.85,835.41,,,814.59,,,246.12,471.56,21.76,2165.04,4445.07,213.88,788.82,1460.06,28.22,146.46,282.02,10.76,728.4,1425,56.28,44.44,90.33,0,124.35,232.64,17.51,1206.56,,,317.51,,,70.13,,,286.45,,,,,
1990,55,WI,Wisconsin,Midwest,East North Central,4326,3935.79,399.21,1885.22,,,232.27,,,2173.81,,,102.67,7.09,,1468,,46,69,42,3,,0,41,74,,,27006.25,,,26402.5,,,4045,2858,false,7465,348,7117,2928,2783,145,400,389,11,4214,4062,152,161,158,3,14,11,3,80,,,3440,3208,243,1535,,,105,,,2008,,,36,,,,,,41,,,3148742,1568798,1579944,148696,68453,80243,56058,29557,26501,2888792,1443596,1445196,23755,11678,12077,31441,15514,15927,11722,372.28,137.39,250.88,25.27,1267.84,414.34,75.25,432.2,22.55,4669.06,9090.04,857.68,,,838.51,,,237.08,453.66,22.03,1969.12,4065.56,180.7,713.55,1316.1,41.51,145.87,281.38,10.52,677.75,1352.97,24.84,44.53,70.9,18.84,109.25,204.49,15.38,1032.31,,,187.31,,,69.51,,,151.55,,,,,
1989,55,WI,Wisconsin,Midwest,East North Central,4049,3757.93,346.07,1785.27,,,186.4,,,2101.26,,,83.7,4.36,,1347,,46,43,12,4,,0,41,38,,,24756,,,23287.25,,,3815,2702,false,6788,303,6485,2646,2501,145,391,384,7,3989,3837,152,148,145,3,5,2,3,79,,,3254,3061,190,1337,,,146,,,1837,,,38,,,,,,29,,,3130410,1558190,1572220,,,,,,,,,,,,,,,,10794,344.81,129.34,241.17,22.01,,,,,,,,790.82,,,743.9,,,216.84,416.19,19.27,,,,,,,,,,,,,,,,103.95,196.45,12.08,,,,,,,,,,,,,,,
1988,55,WI,Wisconsin,Midwest,East North Central,4626,4284.07,377.93,1341.01,,,213.35,,,2998,,,103.75,5.88,,1572.65,,57,248,323,7,,7,42,1,,,32030.5,,,31635.75,,,5419,3053.35,false,6353,282,6071,2363,2244,119,366,357,9,3785,3637,148,140,133,7,9,9,0,70,,,2775,2602,174,994,,,103,,,1647,,,47,,,,,,32,,,3123538,1554193,1569345,,,,,,,,,,,,,,,,10731,343.55,148.1,275.65,24.08,,,,,,,,1025.46,,,1012.82,,,203.39,390.62,17.97,,,,,,,,,,,,,,,,88.84,167.42,11.09,,,,,,,,,,,,,,,
1987,55,WI,Wisconsin,Midwest,East North Central,2892,2655.25,236.75,1030.06,,,137.5,,,1707.47,,,49.5,3.07,,1091,,38.7,135,34,,,1,,28,,,19154.75,,,18995.5,,,3135,1801,false,6143,299,5844,2372,2234,138,346,338,8,3540,3395,145,144,134,10,6,6,0,90,,,2868,2695,154,1031,,,112,,,1698,,,36,,,,,,57,,,3100466,1541835,1558631,,,,,,,,,,,,,,,,8900,287.05,93.28,172.21,15.19,,,,,,,,617.8,,,612.67,,,198.13,379.03,19.18,,,,,,,,,,,,,,,,92.5,174.79,9.88,,,,,,,,,,,,,,,
1986,55,WI,Wisconsin,Midwest,East North Central,2805,2599,206,1021,,,118.66,,,1648.96,,,50.43,2,,955,,35.4,96,45,,,0,,19,,,17885.75,,,17725.75,,,3205,1850,false,5736,285,5451,2273,2136,137,346,330,16,3260,3132,128,135,121,14,3,3,0,61,,,2791,2622,156,1047,,,126,,,1609,,,35,,,,,,41,,,3094308,1538388,1555920,,,,,,,,,,,,,,,,8445,272.92,90.65,168.94,13.24,,,,,,,,578.02,,,572.85,,,185.37,354.33,18.32,,,,,,,,,,,,,,,,90.2,170.44,10.03,,,,,,,,,,,,,,,
1985,55,WI,Wisconsin,Midwest,East North Central,2521,2361,160,1111,,,129,,,1243,,,37,1,,878,,32.1,329,22,,,0,,7,,,20400,,,20348,,,3094,1643,false,5425,251,5174,2072,1954,118,307,302,5,3224,3104,120,136,124,12,2,2,0,52,,,2589,2440,115,924,,,85,,,1443,,,31,,,,,,31,,,3091929,1536373,1555556,,,,,,,,,,,,,,,,7617,246.35,81.53,153.67,10.29,,,,,,,,659.78,,,658.1,,,175.46,336.77,16.14,,,,,,,,,,,,,,,,83.73,158.82,7.39,,,,,,,,,,,,,,,
